zamestnanec_id,stredisko_id,obdobi,zakladni_mzda,odmeny,hruba_mzda_celkem,soc_pojisteni_zam,zdr_pojisteni_zam,soc_pojisteni_firma,zdr_pojisteni_firma,dan_z_prijmu,cista_mzda,celkove_naklady_firma
EMP0001,STR018,2025-08,117635.0,0.0,117635.0,7646.28,5293.57,29173.48,10587.15,15704.27,88990.88,157395.63
EMP0001,STR018,2025-09,117635.0,3744.85,121379.85,7646.28,5293.57,29173.48,10587.15,15704.27,91612.27500000001,161140.48
EMP0001,STR018,2025-10,117635.0,0.0,117635.0,7646.28,5293.57,29173.48,10587.15,15704.27,88990.88,157395.63
EMP0001,STR018,2025-11,117635.0,7726.99,125361.99,7646.28,5293.57,29173.48,10587.15,15704.27,94399.773,165122.62
EMP0001,STR018,2025-12,117635.0,0.0,117635.0,7646.28,5293.57,29173.48,10587.15,15704.27,88990.88,157395.63
EMP0002,STR041,2023-01,97257.0,10399.44,107656.44,6321.7,4376.56,24119.74,8753.13,12983.81,80854.538,140529.31
EMP0002,STR041,2023-02,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2023-03,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2023-04,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2023-05,97257.0,11151.79,108408.79000000001,6321.7,4376.56,24119.74,8753.13,12983.81,81381.18299999999,141281.66
EMP0002,STR041,2023-06,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2023-07,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2023-08,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2023-09,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2023-10,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2023-11,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2023-12,97257.0,9533.9,106790.9,6321.7,4376.56,24119.74,8753.13,12983.81,80248.65999999999,139663.77
EMP0002,STR041,2024-01,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2024-02,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2024-03,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2024-04,97257.0,5823.25,103080.25,6321.7,4376.56,24119.74,8753.13,12983.81,77651.20499999999,135953.12
EMP0002,STR041,2024-05,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2024-06,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2024-07,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2024-08,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2024-09,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2024-10,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2024-11,97257.0,6072.61,103329.61,6321.7,4376.56,24119.74,8753.13,12983.81,77825.757,136202.48
EMP0002,STR041,2024-12,97257.0,3715.96,100972.96,6321.7,4376.56,24119.74,8753.13,12983.81,76176.102,133845.83
EMP0002,STR041,2025-01,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2025-02,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2025-03,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2025-04,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2025-05,97257.0,5964.08,103221.08,6321.7,4376.56,24119.74,8753.13,12983.81,77749.786,136093.95
EMP0002,STR041,2025-06,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2025-07,97257.0,10463.99,107720.99,6321.7,4376.56,24119.74,8753.13,12983.81,80899.723,140593.86
EMP0002,STR041,2025-08,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2025-09,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2025-10,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0002,STR041,2025-11,97257.0,3742.2,100999.2,6321.7,4376.56,24119.74,8753.13,12983.81,76194.46999999999,133872.07
EMP0002,STR041,2025-12,97257.0,0.0,97257.0,6321.7,4376.56,24119.74,8753.13,12983.81,73574.93,130129.87
EMP0003,STR031,2023-01,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2023-02,68523.0,4497.51,73020.51,4453.99,3083.53,16993.7,6167.07,9147.82,54985.917,96181.28
EMP0003,STR031,2023-03,68523.0,21.74,68544.74,4453.99,3083.53,16993.7,6167.07,9147.82,51852.878000000004,91705.51
EMP0003,STR031,2023-04,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2023-05,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2023-06,68523.0,10149.15,78672.15,4453.99,3083.53,16993.7,6167.07,9147.82,58942.065,101832.92
EMP0003,STR031,2023-07,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2023-08,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2023-09,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2023-10,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2023-11,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2023-12,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2024-01,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2024-02,68523.0,692.71,69215.71,4453.99,3083.53,16993.7,6167.07,9147.82,52322.557,92376.48
EMP0003,STR031,2024-03,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2024-04,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2024-05,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2024-06,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2024-07,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2024-08,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2024-09,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2024-10,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2024-11,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2024-12,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2025-01,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2025-02,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2025-03,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2025-04,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2025-05,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2025-06,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2025-07,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2025-08,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2025-09,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2025-10,68523.0,8692.14,77215.14,4453.99,3083.53,16993.7,6167.07,9147.82,57922.158,100375.91
EMP0003,STR031,2025-11,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0003,STR031,2025-12,68523.0,0.0,68523.0,4453.99,3083.53,16993.7,6167.07,9147.82,51837.66,91683.77
EMP0004,STR031,2023-01,103635.0,4770.96,108405.96,6736.28,4663.57,25701.48,9327.15,13835.27,81739.55200000001,143434.59
EMP0004,STR031,2023-02,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2023-03,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2023-04,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2023-05,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2023-06,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2023-07,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2023-08,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2023-09,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2023-10,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2023-11,103635.0,8660.38,112295.38,6736.28,4663.57,25701.48,9327.15,13835.27,84462.14600000001,147324.01
EMP0004,STR031,2023-12,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2024-01,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2024-02,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2024-03,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2024-04,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2024-05,103635.0,13464.38,117099.38,6736.28,4663.57,25701.48,9327.15,13835.27,87824.946,152128.01
EMP0004,STR031,2024-06,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2024-07,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2024-08,103635.0,9558.97,113193.97,6736.28,4663.57,25701.48,9327.15,13835.27,85091.159,148222.6
EMP0004,STR031,2024-09,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2024-10,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2024-11,103635.0,6672.54,110307.54,6736.28,4663.57,25701.48,9327.15,13835.27,83070.65800000001,145336.17
EMP0004,STR031,2024-12,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2025-01,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2025-02,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2025-03,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2025-04,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2025-05,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2025-06,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2025-07,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2025-08,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2025-09,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2025-10,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2025-11,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0004,STR031,2025-12,103635.0,0.0,103635.0,6736.28,4663.57,25701.48,9327.15,13835.27,78399.88,138663.63
EMP0005,STR037,2023-01,91153.0,12400.46,103553.45999999999,5924.95,4101.89,22605.94,8203.77,12168.92,77637.562,134363.17
EMP0005,STR037,2023-02,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2023-03,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2023-04,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2023-05,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2023-06,91153.0,7903.43,99056.43,5924.95,4101.89,22605.94,8203.77,12168.92,74489.641,129866.14
EMP0005,STR037,2023-07,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2023-08,91153.0,3372.86,94525.86,5924.95,4101.89,22605.94,8203.77,12168.92,71318.242,125335.57
EMP0005,STR037,2023-09,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2023-10,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2023-11,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2023-12,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2024-01,91153.0,4546.81,95699.81,5924.95,4101.89,22605.94,8203.77,12168.92,72140.00700000001,126509.52
EMP0005,STR037,2024-02,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2024-03,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2024-04,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2024-05,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2024-06,91153.0,12331.47,103484.47,5924.95,4101.89,22605.94,8203.77,12168.92,77589.269,134294.18
EMP0005,STR037,2024-07,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2024-08,91153.0,11061.89,102214.89,5924.95,4101.89,22605.94,8203.77,12168.92,76700.56300000001,133024.6
EMP0005,STR037,2024-09,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2024-10,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2024-11,91153.0,8232.4,99385.4,5924.95,4101.89,22605.94,8203.77,12168.92,74719.92,130195.11
EMP0005,STR037,2024-12,91153.0,6419.63,97572.63,5924.95,4101.89,22605.94,8203.77,12168.92,73450.981,128382.34
EMP0005,STR037,2025-01,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2025-02,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2025-03,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2025-04,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2025-05,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2025-06,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2025-07,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2025-08,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2025-09,91153.0,2192.92,93345.92,5924.95,4101.89,22605.94,8203.77,12168.92,70492.284,124155.63
EMP0005,STR037,2025-10,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0005,STR037,2025-11,91153.0,1984.29,93137.29,5924.95,4101.89,22605.94,8203.77,12168.92,70346.243,123947.0
EMP0005,STR037,2025-12,91153.0,0.0,91153.0,5924.95,4101.89,22605.94,8203.77,12168.92,68957.24,121962.71
EMP0006,STR006,2023-01,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2023-02,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2023-03,38898.0,3000.41,41898.41,2528.37,1750.41,9646.7,3500.82,5192.88,31526.627,55045.93
EMP0006,STR006,2023-04,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2023-05,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2023-06,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2023-07,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2023-08,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2023-09,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2023-10,38898.0,3478.97,42376.97,2528.37,1750.41,9646.7,3500.82,5192.88,31861.619,55524.49
EMP0006,STR006,2023-11,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2023-12,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2024-01,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2024-02,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2024-03,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2024-04,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2024-05,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2024-06,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2024-07,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2024-08,38898.0,3443.22,42341.22,2528.37,1750.41,9646.7,3500.82,5192.88,31836.594,55488.74
EMP0006,STR006,2024-09,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2024-10,38898.0,2713.47,41611.47,2528.37,1750.41,9646.7,3500.82,5192.88,31325.769,54758.99
EMP0006,STR006,2024-11,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2024-12,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2025-01,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2025-02,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2025-03,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2025-04,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2025-05,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2025-06,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2025-07,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
EMP0006,STR006,2025-08,38898.0,4020.96,42918.96,2528.37,1750.41,9646.7,3500.82,5192.88,32241.012,56066.48
EMP0006,STR006,2025-09,38898.0,0.0,38898.0,2528.37,1750.41,9646.7,3500.82,5192.88,29426.34,52045.52
