stredisko_id,ucet_cislo,obdobi,plan,skutecnost,odchylka,odchylka_pct
STR001,604,2023-06,453582.87,405795.56,-47787.31,-10.5
STR001,604,2023-07,212057.47,229031.76,16974.29,8.0
STR001,604,2023-08,52159.72,56192.88,4033.16,7.7
STR001,604,2023-09,427700.91,339067.23,-88633.68,-20.7
STR001,604,2023-10,465356.07,598443.59,133087.52,28.6
STR001,604,2023-11,185686.86,238662.19,52975.33,28.5
STR001,604,2023-12,432070.41,429587.64,-2482.77,-0.6
STR001,604,2024-01,233979.23,222725.25,-11253.98,-4.8
STR001,604,2024-02,95502.7,72118.66,-23384.04,-24.5
STR001,604,2024-03,95921.43,80964.95,-14956.48,-15.6
STR001,604,2024-04,27048.51,22622.13,-4426.38,-16.4
STR001,604,2024-05,305037.31,328300.43,23263.12,7.6
STR001,604,2024-06,218678.83,247896.96,29218.13,13.4
STR001,604,2024-07,241530.06,234152.56,-7377.5,-3.1
STR001,604,2024-08,310139.96,296523.04,-13616.92,-4.4
STR001,604,2024-09,96528.95,68571.99,-27956.96,-29.0
STR001,604,2024-10,111119.18,79891.66,-31227.52,-28.1
STR001,604,2024-11,451728.82,511236.47,59507.65,13.2
STR001,604,2024-12,342753.64,335734.8,-7018.84,-2.0
STR001,604,2025-01,68621.29,60418.87,-8202.42,-12.0
STR001,604,2025-02,271103.33,278331.67,7228.34,2.7
STR001,604,2025-03,360798.79,409091.81,48293.02,13.4
STR001,604,2025-04,155019.19,143968.47,-11050.72,-7.1
STR001,604,2025-05,231708.89,221277.48,-10431.41,-4.5
STR001,604,2025-06,317366.04,258821.64,-58544.4,-18.4
STR001,604,2025-07,267255.38,340610.22,73354.84,27.4
STR001,604,2025-08,28660.92,24456.88,-4204.04,-14.7
STR001,604,2025-09,130965.43,99714.0,-31251.43,-23.9
STR001,604,2025-10,385602.23,319718.89,-65883.34,-17.1
STR001,604,2025-11,391005.96,402426.87,11420.91,2.9
STR001,604,2025-12,104546.23,82545.57,-22000.66,-21.0
STR001,605,2023-01,306056.33,381195.9,75139.57,24.6
STR001,605,2023-02,92097.44,71070.06,-21027.38,-22.8
STR001,605,2023-03,209544.17,264924.02,55379.85,26.4
STR001,605,2023-04,364361.46,417317.31,52955.85,14.5
STR001,605,2023-05,285066.42,209551.9,-75514.52,-26.5
STR001,605,2023-06,178888.43,220167.66,41279.23,23.1
STR001,605,2023-07,164230.81,119981.45,-44249.36,-26.9
STR001,605,2023-08,257286.94,245999.95,-11286.99,-4.4
STR001,605,2023-09,191578.37,198068.28,6489.91,3.4
STR001,605,2023-10,222372.99,253832.95,31459.96,14.1
STR001,605,2023-11,439324.2,536879.44,97555.24,22.2
STR001,605,2023-12,459867.08,491147.34,31280.26,6.8
STR001,605,2024-01,338756.09,244608.67,-94147.42,-27.8
STR001,605,2024-02,157445.74,139556.94,-17888.8,-11.4
STR001,605,2024-03,83705.56,58601.89,-25103.67,-30.0
STR001,605,2024-04,100280.96,84929.89,-15351.07,-15.3
STR001,605,2024-05,255192.81,208078.53,-47114.28,-18.5
STR001,605,2024-06,93674.7,102410.42,8735.72,9.3
STR001,605,2024-07,470613.79,539079.73,68465.94,14.5
STR001,605,2024-08,243344.28,214800.61,-28543.67,-11.7
STR001,605,2024-09,299151.9,349944.24,50792.34,17.0
STR001,605,2024-10,414840.69,529716.26,114875.57,27.7
STR001,605,2024-11,190240.1,172239.54,-18000.56,-9.5
STR001,605,2024-12,466291.26,593645.88,127354.62,27.3
STR001,605,2025-01,459140.2,572058.23,112918.03,24.6
STR001,605,2025-02,366221.01,375477.68,9256.67,2.5
STR001,605,2025-03,496177.25,566296.96,70119.71,14.1
STR001,605,2025-04,46575.44,33101.7,-13473.74,-28.9
STR001,605,2025-05,229470.48,223423.54,-6046.94,-2.6
STR001,605,2025-06,203032.81,221450.4,18417.59,9.1
STR001,605,2025-07,414943.31,295686.57,-119256.74,-28.7
STR001,605,2025-08,470100.79,522587.4,52486.61,11.2
STR001,605,2025-09,485240.8,446493.31,-38747.49,-8.0
STR001,605,2025-10,120350.92,115580.67,-4770.25,-4.0
STR001,605,2025-11,454686.62,530368.94,75682.32,16.6
STR001,605,2025-12,23127.55,28438.53,5310.98,23.0
STR001,511,2023-01,37328.96,43631.22,6302.26,16.9
STR001,511,2023-02,174352.28,147965.14,-26387.14,-15.1
STR001,511,2023-03,251205.15,326566.33,75361.18,30.0
STR001,511,2023-04,124459.77,137960.21,13500.44,10.8
STR001,511,2023-05,70131.83,53680.8,-16451.03,-23.5
STR001,511,2023-06,233545.56,241926.76,8381.2,3.6
STR001,511,2023-07,217750.33,186898.41,-30851.92,-14.2
STR001,511,2023-08,124115.99,91116.61,-32999.38,-26.6
STR001,511,2023-09,270647.92,252326.32,-18321.6,-6.8
STR001,511,2023-10,185062.18,140287.61,-44774.57,-24.2
STR001,511,2023-11,88061.9,113288.25,25226.35,28.6
STR001,511,2023-12,184582.45,163379.19,-21203.26,-11.5
STR001,511,2024-01,273703.51,229145.12,-44558.39,-16.3
STR001,511,2024-02,128615.23,154478.48,25863.25,20.1
STR001,511,2024-03,418249.86,428566.64,10316.78,2.5
STR001,511,2024-04,32507.56,28460.97,-4046.59,-12.4
STR001,511,2024-05,253749.4,238608.45,-15140.95,-6.0
STR001,511,2024-06,273120.32,221233.23,-51887.09,-19.0
STR001,511,2024-07,80480.01,75391.2,-5088.81,-6.3
STR001,511,2024-08,141273.13,119645.15,-21627.98,-15.3
STR001,511,2024-09,447152.13,455958.69,8806.56,2.0
STR001,511,2024-10,261568.41,295996.81,34428.4,13.2
STR001,511,2024-11,111253.73,129571.58,18317.85,16.5
STR001,511,2024-12,415030.6,333489.08,-81541.52,-19.6
STR001,511,2025-01,261383.68,199314.49,-62069.19,-23.7
STR001,511,2025-02,281772.94,331988.59,50215.65,17.8
STR001,511,2025-03,92978.83,77181.02,-15797.81,-17.0
STR001,511,2025-04,470289.58,523477.52,53187.94,11.3
STR001,511,2025-05,122395.41,122029.22,-366.19,-0.3
STR001,511,2025-06,477506.32,512669.88,35163.56,7.4
STR001,511,2025-07,204823.49,181413.4,-23410.09,-11.4
STR001,511,2025-08,365305.97,370944.47,5638.5,1.5
STR001,511,2025-09,255367.96,181910.93,-73457.03,-28.8
STR001,511,2025-10,240428.49,265632.44,25203.95,10.5
STR001,511,2025-11,101599.24,113295.52,11696.28,11.5
STR001,511,2025-12,340879.1,337691.86,-3187.24,-0.9
STR001,644,2023-01,189348.23,189123.4,-224.83,-0.1
STR001,644,2023-02,8055.24,6632.71,-1422.53,-17.7
STR001,644,2023-03,57845.17,47685.87,-10159.3,-17.6
STR001,644,2023-04,156134.85,194913.51,38778.66,24.8
STR001,644,2023-05,58067.93,56904.18,-1163.75,-2.0
STR001,644,2023-06,94387.05,95371.53,984.48,1.0
STR001,644,2023-07,81999.57,75974.14,-6025.43,-7.3
STR001,644,2023-08,440229.58,373168.3,-67061.28,-15.2
STR001,644,2023-09,95855.01,81346.43,-14508.58,-15.1
STR001,644,2023-10,26291.82,25641.3,-650.52,-2.5
STR001,644,2023-11,31081.51,37501.15,6419.64,20.7
STR001,644,2023-12,230450.68,196925.87,-33524.81,-14.5
STR001,644,2024-01,135906.94,176459.7,40552.76,29.8
STR001,644,2024-02,207979.59,230716.24,22736.65,10.9
STR001,644,2024-03,359741.94,345572.56,-14169.38,-3.9
STR001,644,2024-04,121182.73,94891.39,-26291.34,-21.7
STR001,644,2024-05,230684.89,198868.16,-31816.73,-13.8
STR001,644,2024-06,218045.58,220556.94,2511.36,1.2
STR001,644,2024-07,392685.56,364801.37,-27884.19,-7.1
STR001,644,2024-08,248392.24,194188.23,-54204.01,-21.8
STR001,644,2024-09,353878.7,445197.82,91319.12,25.8
STR001,644,2024-10,257131.26,205999.18,-51132.08,-19.9
STR001,644,2024-11,87397.38,81100.02,-6297.36,-7.2
STR001,644,2024-12,206750.61,167027.07,-39723.54,-19.2
STR001,644,2025-01,285883.79,234306.65,-51577.14,-18.0
STR001,644,2025-02,261562.98,314469.33,52906.35,20.2
STR001,644,2025-03,17990.13,21812.37,3822.24,21.2
STR001,644,2025-04,166335.38,189733.69,23398.31,14.1
STR001,644,2025-05,346267.0,291534.07,-54732.93,-15.8
STR001,644,2025-06,492917.68,532243.12,39325.44,8.0
STR001,644,2025-07,419055.66,453387.8,34332.14,8.2
STR001,644,2025-08,493757.25,455900.98,-37856.27,-7.7
STR001,644,2025-09,326100.93,405612.48,79511.55,24.4
STR001,644,2025-10,233780.11,234623.46,843.35,0.4
STR001,644,2025-11,82394.66,100539.61,18144.95,22.0
STR001,644,2025-12,237643.18,272626.17,34982.99,14.7
STR001,641,2023-01,481149.75,585094.67,103944.92,21.6
STR001,641,2023-02,22980.27,20219.77,-2760.5,-12.0
STR001,641,2023-03,339350.91,433171.44,93820.53,27.6
STR001,641,2023-04,278696.8,303531.03,24834.23,8.9
STR001,641,2023-05,185158.69,234944.36,49785.67,26.9
STR001,641,2023-06,431262.33,468070.53,36808.2,8.5
STR001,641,2023-07,188652.49,189612.1,959.61,0.5
STR001,641,2023-08,428486.73,437459.79,8973.06,2.1
STR001,641,2023-09,15652.43,10974.63,-4677.8,-29.9
STR001,641,2023-10,259512.67,211620.12,-47892.55,-18.5
STR001,641,2023-11,307337.37,234913.05,-72424.32,-23.6
STR001,641,2023-12,230279.46,187278.49,-43000.97,-18.7
STR001,641,2024-01,234055.77,182170.97,-51884.8,-22.2
STR001,641,2024-02,43564.47,33642.2,-9922.27,-22.8
STR001,641,2024-03,320606.93,249782.48,-70824.45,-22.1
STR001,641,2024-04,38321.81,29775.94,-8545.87,-22.3
STR001,641,2024-05,168525.4,207991.79,39466.39,23.4
STR001,641,2024-06,135575.85,125387.54,-10188.31,-7.5
STR001,641,2024-07,86745.6,87375.73,630.13,0.7
STR001,641,2024-08,248912.97,296126.08,47213.11,19.0
STR001,641,2024-09,235341.79,253203.06,17861.27,7.6
STR001,641,2024-10,447969.57,357611.3,-90358.27,-20.2
STR001,641,2024-11,236249.92,234214.42,-2035.5,-0.9
STR001,641,2024-12,199133.01,195182.19,-3950.82,-2.0
STR001,641,2025-01,250088.08,295861.43,45773.35,18.3
STR001,641,2025-02,120140.93,149111.1,28970.17,24.1
STR001,641,2025-03,332381.49,415866.32,83484.83,25.1
STR001,641,2025-04,105623.93,128134.93,22511.0,21.3
STR001,641,2025-05,360689.08,315368.28,-45320.8,-12.6
STR001,641,2025-06,118349.54,82982.4,-35367.14,-29.9
STR001,641,2025-07,447647.05,402385.4,-45261.65,-10.1
STR001,641,2025-08,325985.75,325575.28,-410.47,-0.1
STR001,641,2025-09,12222.9,11563.77,-659.13,-5.4
STR001,641,2025-10,279949.69,207469.27,-72480.42,-25.9
STR001,641,2025-11,397645.32,337494.41,-60150.91,-15.1
STR001,641,2025-12,252381.67,206551.01,-45830.66,-18.2
STR001,601,2023-01,120972.01,146854.65,25882.64,21.4
STR001,601,2023-02,84413.99,74040.25,-10373.74,-12.3
STR001,601,2023-03,89683.56,86542.9,-3140.66,-3.5
STR001,601,2023-04,225236.88,183607.52,-41629.36,-18.5
STR001,601,2023-05,81441.99,73753.49,-7688.5,-9.4
STR001,601,2023-06,416289.21,385649.03,-30640.18,-7.4
STR001,601,2023-07,364552.25,465117.38,100565.13,27.6
STR001,601,2023-08,158043.94,121705.77,-36338.17,-23.0
STR001,601,2023-09,86623.55,65268.55,-21355.0,-24.7
STR001,601,2023-10,416734.29,441879.93,25145.64,6.0
STR001,601,2023-11,21512.65,16839.19,-4673.46,-21.7
STR001,601,2023-12,377833.9,274676.15,-103157.75,-27.3
STR001,601,2024-01,193538.09,221276.68,27738.59,14.3
STR001,601,2024-02,154796.41,164269.52,9473.11,6.1
STR001,601,2024-03,37047.98,35348.06,-1699.92,-4.6
STR001,601,2024-04,101607.08,115475.68,13868.6,13.6
STR001,601,2024-05,35426.64,33184.04,-2242.6,-6.3
STR001,601,2024-06,473762.98,351826.52,-121936.46,-25.7
STR001,601,2024-07,497955.82,349164.82,-148791.0,-29.9
STR001,601,2024-08,481195.55,512947.62,31752.07,6.6
STR001,601,2024-09,377092.26,314214.91,-62877.35,-16.7
STR001,601,2024-10,437302.9,407992.47,-29310.43,-6.7
STR001,601,2024-11,475448.91,336083.79,-139365.12,-29.3
STR001,601,2024-12,154814.76,158871.02,4056.26,2.6
STR001,601,2025-01,215087.56,170067.35,-45020.21,-20.9
STR001,601,2025-02,76461.19,75231.3,-1229.89,-1.6
STR001,601,2025-03,81702.59,64041.64,-17660.95,-21.6
STR001,601,2025-04,200256.35,217127.63,16871.28,8.4
STR001,601,2025-05,394351.92,463269.86,68917.94,17.5
STR001,601,2025-06,254269.35,227797.14,-26472.21,-10.4
STR001,601,2025-07,276652.66,207643.6,-69009.06,-24.9
STR001,601,2025-08,383356.82,464155.97,80799.15,21.1
STR001,601,2025-09,213485.62,151533.7,-61951.92,-29.0
STR001,601,2025-10,430959.28,411037.54,-19921.74,-4.6
STR001,601,2025-11,410914.9,326257.13,-84657.77,-20.6
STR001,601,2025-12,35080.02,25100.94,-9979.08,-28.4
STR001,605,2023-01,157640.4,120684.78,-36955.62,-23.4
STR001,605,2023-02,56367.76,42262.11,-14105.65,-25.0
STR001,605,2023-03,387050.31,418960.98,31910.67,8.2
STR001,605,2023-04,102972.36,102323.01,-649.35,-0.6
STR001,605,2023-05,375968.02,329240.99,-46727.03,-12.4
STR001,605,2023-06,281282.51,321905.97,40623.46,14.4
STR001,605,2023-07,89058.47,78108.25,-10950.22,-12.3
STR001,605,2023-08,27535.87,35452.05,7916.18,28.7
STR001,605,2023-09,489912.59,393306.41,-96606.18,-19.7
STR001,605,2023-10,469091.31,338569.79,-130521.52,-27.8
STR001,605,2023-11,460479.16,325137.64,-135341.52,-29.4
STR001,605,2023-12,227810.14,263332.48,35522.34,15.6
STR001,605,2024-01,266410.87,297229.88,30819.01,11.6
STR001,605,2024-02,47223.42,41575.7,-5647.72,-12.0
STR001,605,2024-03,122491.84,141865.22,19373.38,15.8
STR001,605,2024-04,55866.63,66375.19,10508.56,18.8
STR001,605,2024-05,219088.75,178790.85,-40297.9,-18.4
STR001,605,2024-06,104563.31,113521.08,8957.77,8.6
STR001,605,2024-07,36388.28,36884.12,495.84,1.4
STR001,605,2024-08,235584.42,199038.84,-36545.58,-15.5
STR001,605,2024-09,489039.31,454409.67,-34629.64,-7.1
STR001,605,2024-10,159820.97,174056.23,14235.26,8.9
STR001,605,2024-11,219827.64,159390.89,-60436.75,-27.5
STR001,605,2024-12,380599.58,336451.65,-44147.93,-11.6
STR001,605,2025-01,319198.31,247030.23,-72168.08,-22.6
STR001,605,2025-02,41989.96,53393.06,11403.1,27.2
STR001,605,2025-03,115024.88,127831.48,12806.6,11.1
STR001,605,2025-04,435235.49,554890.02,119654.53,27.5
STR001,605,2025-05,44684.39,53365.55,8681.16,19.4
STR001,605,2025-06,136217.34,103929.68,-32287.66,-23.7
STR001,605,2025-07,478382.89,530371.61,51988.72,10.9
STR001,605,2025-08,148981.85,175223.3,26241.45,17.6
STR001,605,2025-09,117376.01,98747.79,-18628.22,-15.9
STR001,605,2025-10,389619.3,357582.27,-32037.03,-8.2
STR001,605,2025-11,172140.19,131869.43,-40270.76,-23.4
STR001,605,2025-12,347090.56,287173.88,-59916.68,-17.3
STR002,561,2023-01,471308.59,436805.56,-34503.03,-7.3
STR002,561,2023-02,143854.26,114191.94,-29662.32,-20.6
STR002,561,2023-03,450921.74,492037.74,41116.0,9.1
STR002,561,2023-04,402036.91,400678.32,-1358.59,-0.3
STR002,561,2023-05,58800.36,76334.78,17534.42,29.8
STR002,561,2023-06,70319.75,59376.87,-10942.88,-15.6
STR002,561,2023-07,277110.08,304814.15,27704.07,10.0
STR002,561,2023-08,115657.46,114789.52,-867.94,-0.8
STR002,561,2023-09,147542.06,191139.49,43597.43,29.5
STR002,561,2023-10,254610.9,269131.23,14520.33,5.7
STR002,561,2023-11,487460.22,356029.58,-131430.64,-27.0
STR002,561,2023-12,470278.22,482326.37,12048.15,2.6
STR002,561,2024-01,290902.1,373625.11,82723.01,28.4
STR002,561,2024-02,285143.58,205108.9,-80034.68,-28.1
STR002,561,2024-03,347424.59,306660.16,-40764.43,-11.7
STR002,561,2024-04,407955.0,441152.19,33197.19,8.1
STR002,561,2024-05,76315.28,75499.66,-815.62,-1.1
STR002,561,2024-06,414384.16,511894.86,97510.7,23.5
STR002,561,2024-07,98757.95,93219.22,-5538.73,-5.6
STR002,561,2024-08,67442.86,64969.07,-2473.79,-3.7
STR002,561,2024-09,432731.63,484719.26,51987.63,12.0
STR002,561,2024-10,93272.17,110934.62,17662.45,18.9
STR002,561,2024-11,439229.24,377215.46,-62013.78,-14.1
STR002,561,2024-12,158412.1,153992.25,-4419.85,-2.8
STR002,561,2025-01,459006.98,381407.16,-77599.82,-16.9
STR002,561,2025-02,458980.5,349565.5,-109415.0,-23.8
STR002,561,2025-03,306090.95,223736.71,-82354.24,-26.9
STR002,561,2025-04,148635.82,175959.29,27323.47,18.4
STR002,561,2025-05,324318.4,337508.39,13189.99,4.1
STR002,561,2025-06,127302.89,157475.37,30172.48,23.7
STR002,561,2025-07,437350.99,435480.14,-1870.85,-0.4
STR002,561,2025-08,493991.85,520800.19,26808.34,5.4
STR002,561,2025-09,270770.1,248001.78,-22768.32,-8.4
STR002,561,2025-10,382994.46,438384.95,55390.49,14.5
STR002,561,2025-11,304928.25,324802.96,19874.71,6.5
STR002,561,2025-12,153299.01,141302.99,-11996.02,-7.8
STR002,644,2023-01,203537.59,176083.72,-27453.87,-13.5
STR002,644,2023-02,288628.45,368557.09,79928.64,27.7
STR002,644,2023-03,221989.52,200055.51,-21934.01,-9.9
STR002,644,2023-04,313150.14,358337.25,45187.11,14.4
STR002,644,2023-05,122803.38,100503.56,-22299.82,-18.2
STR002,644,2023-06,441625.18,322379.89,-119245.29,-27.0
STR002,644,2023-07,202307.28,182719.54,-19587.74,-9.7
STR002,644,2023-08,234654.8,291241.58,56586.78,24.1
STR002,644,2023-09,33995.16,34706.65,711.49,2.1
STR002,644,2023-10,344618.69,260987.9,-83630.79,-24.3
STR002,644,2023-11,249545.12,255716.16,6171.04,2.5
STR002,644,2023-12,467370.71,353902.68,-113468.03,-24.3
STR002,644,2024-01,285990.5,364078.34,78087.84,27.3
STR002,644,2024-02,115315.7,141745.87,26430.17,22.9
STR002,644,2024-03,435380.52,538444.09,103063.57,23.7
STR002,644,2024-04,288407.54,340621.09,52213.55,18.1
STR002,644,2024-05,83086.99,88125.65,5038.66,6.1
STR002,644,2024-06,110989.49,81245.39,-29744.1,-26.8
STR002,644,2024-07,5244.53,4436.94,-807.59,-15.4
STR002,644,2024-08,26410.22,21184.29,-5225.93,-19.8
STR002,644,2024-09,343054.14,333653.06,-9401.08,-2.7
STR002,644,2024-10,299604.68,346217.25,46612.57,15.6
STR002,644,2024-11,216558.22,184718.45,-31839.77,-14.7
STR002,644,2024-12,383201.89,428055.89,44854.0,11.7
STR002,644,2025-01,435936.95,380650.61,-55286.34,-12.7
STR002,644,2025-02,359549.65,296651.54,-62898.11,-17.5
STR002,644,2025-03,262929.11,314404.33,51475.22,19.6
STR002,644,2025-04,174062.32,185196.14,11133.82,6.4
STR002,644,2025-05,470922.64,393362.22,-77560.42,-16.5
STR002,644,2025-06,154281.77,110965.88,-43315.89,-28.1
STR002,644,2025-07,298588.17,358287.34,59699.17,20.0
STR002,644,2025-08,408638.39,369914.78,-38723.61,-9.5
STR002,644,2025-09,246046.69,195331.79,-50714.9,-20.6
STR002,644,2025-10,361438.18,459523.88,98085.7,27.1
STR002,644,2025-11,272011.09,290416.19,18405.1,6.8
STR002,644,2025-12,323029.22,290211.44,-32817.78,-10.2
STR002,525,2023-01,44193.18,43891.46,-301.72,-0.7
STR002,525,2023-02,336361.16,272996.76,-63364.4,-18.8
STR002,525,2023-03,10793.49,9674.81,-1118.68,-10.4
STR002,525,2023-04,314661.79,255205.58,-59456.21,-18.9
STR002,525,2023-05,101518.35,87146.58,-14371.77,-14.2
STR002,525,2023-06,154914.1,184076.95,29162.85,18.8
STR002,525,2023-07,183325.06,162455.19,-20869.87,-11.4
STR002,525,2023-08,180376.31,213432.52,33056.21,18.3
STR002,525,2023-09,86884.84,75604.4,-11280.44,-13.0
STR002,525,2023-10,452731.15,377968.01,-74763.14,-16.5
STR002,525,2023-11,216032.4,249682.63,33650.23,15.6
STR002,525,2023-12,270511.23,309362.79,38851.56,14.4
STR002,525,2024-01,206827.74,242041.98,35214.24,17.0
STR002,525,2024-02,260007.74,249514.11,-10493.63,-4.0
STR002,525,2024-03,72541.97,80898.7,8356.73,11.5
STR002,525,2024-04,315141.48,385472.33,70330.85,22.3
STR002,525,2024-05,142080.34,148449.09,6368.75,4.5
STR002,525,2024-06,321982.23,267376.74,-54605.49,-17.0
STR002,525,2024-07,445084.26,469458.46,24374.2,5.5
STR002,525,2024-08,389941.32,367042.51,-22898.81,-5.9
STR002,525,2024-09,296728.02,314356.22,17628.2,5.9
STR002,525,2024-10,302528.6,280435.78,-22092.82,-7.3
STR002,525,2024-11,98362.78,83673.78,-14689.0,-14.9
STR002,525,2024-12,118300.3,114555.62,-3744.68,-3.2
STR002,525,2025-01,188840.24,160542.23,-28298.01,-15.0
STR002,525,2025-02,465722.92,355935.36,-109787.56,-23.6
STR002,525,2025-03,144970.77,136929.69,-8041.08,-5.5
STR002,525,2025-04,101110.36,95097.61,-6012.75,-5.9
STR002,525,2025-05,134009.2,148022.69,14013.49,10.5
STR002,525,2025-06,108915.51,120526.34,11610.83,10.7
STR002,525,2025-07,353426.61,298266.15,-55160.46,-15.6
STR002,525,2025-08,281904.37,339295.95,57391.58,20.4
STR002,525,2025-09,474026.46,361628.48,-112397.98,-23.7
STR002,525,2025-10,67742.25,71141.87,3399.62,5.0
STR002,525,2025-11,360768.7,371454.94,10686.24,3.0
STR002,525,2025-12,194280.04,241197.72,46917.68,24.1
STR002,607,2023-01,247623.35,282637.56,35014.21,14.1
STR002,607,2023-02,370613.88,290530.78,-80083.1,-21.6
STR002,607,2023-03,74126.63,65873.63,-8253.0,-11.1
STR002,607,2023-04,317791.85,368848.32,51056.47,16.1
STR002,607,2023-05,155936.37,198638.99,42702.62,27.4
STR002,607,2023-06,249936.65,193506.5,-56430.15,-22.6
STR002,607,2023-07,352361.66,441169.82,88808.16,25.2
STR002,607,2023-08,153423.39,137809.96,-15613.43,-10.2
STR002,607,2023-09,434259.19,475486.28,41227.09,9.5
STR002,607,2023-10,184178.1,155045.37,-29132.73,-15.8
STR002,607,2023-11,308366.58,355682.75,47316.17,15.3
STR002,607,2023-12,320726.72,331204.14,10477.42,3.3
STR002,607,2024-01,37941.71,43023.16,5081.45,13.4
STR002,607,2024-02,23234.82,22288.39,-946.43,-4.1
STR002,607,2024-03,289864.91,344303.77,54438.86,18.8
STR002,607,2024-04,45437.16,48042.15,2604.99,5.7
STR002,607,2024-05,83061.14,80509.55,-2551.59,-3.1
STR002,607,2024-06,476373.74,520211.94,43838.2,9.2
STR002,607,2024-07,467643.89,404874.69,-62769.2,-13.4
STR002,607,2024-08,5831.47,5792.87,-38.6,-0.7
STR002,607,2024-09,181777.56,171177.72,-10599.84,-5.8
STR002,607,2024-10,217859.14,252285.29,34426.15,15.8
STR002,607,2024-11,317991.67,396415.95,78424.28,24.7
STR002,607,2024-12,489753.61,358314.03,-131439.58,-26.8
STR002,607,2025-01,248382.97,189052.55,-59330.42,-23.9
STR002,607,2025-02,256771.47,205051.92,-51719.55,-20.1
STR002,607,2025-03,291999.4,261984.67,-30014.73,-10.3
STR002,607,2025-04,7970.43,9921.67,1951.24,24.5
STR002,607,2025-05,66823.31,77172.25,10348.94,15.5
STR002,607,2025-06,194035.27,156839.77,-37195.5,-19.2
STR002,607,2025-07,148870.55,105096.13,-43774.42,-29.4
STR002,607,2025-08,275522.46,245550.25,-29972.21,-10.9
STR002,607,2025-09,275291.11,336134.83,60843.72,22.1
STR002,607,2025-10,460296.24,424597.99,-35698.25,-7.8
STR002,607,2025-11,338778.34,285140.95,-53637.39,-15.8
STR002,607,2025-12,216138.01,192523.18,-23614.83,-10.9
STR002,523,2023-01,345688.28,309295.78,-36392.5,-10.5
STR002,523,2023-02,439749.53,470961.82,31212.29,7.1
STR002,523,2023-03,427427.86,470939.3,43511.44,10.2
STR002,523,2023-04,346247.67,311083.39,-35164.28,-10.2
STR002,523,2023-05,15081.74,16133.28,1051.54,7.0
STR002,523,2023-06,470115.31,484094.27,13978.96,3.0
STR002,523,2023-07,431190.4,347733.81,-83456.59,-19.4
STR002,523,2023-08,137182.93,141083.84,3900.91,2.8
STR002,523,2023-09,393436.0,356121.07,-37314.93,-9.5
STR002,523,2023-10,18800.19,23094.28,4294.09,22.8
STR002,523,2023-11,445108.21,489136.96,44028.75,9.9
STR002,523,2023-12,307668.2,369078.4,61410.2,20.0
STR002,523,2024-01,426699.83,358466.96,-68232.87,-16.0
STR002,523,2024-02,18454.34,21743.84,3289.5,17.8
STR002,523,2024-03,65563.08,56949.91,-8613.17,-13.1
